0,1,121
0,16,311
0,15,299
1,16,326
1,15,250
1,11,220
1,4,215
1,2,180
1,20,162
2,20,147
2,3,108
2,4,72
3,4,70
3,5,84
3,7,174
3,8,192
4,5,50
4,11,108
5,7,148
5,6,60
5,11,80
6,7,120
6,8,80
6,10,64
6,11,63
7,8,72
8,10,82
8,9,110
8,12,130
9,12,170
9,13,98
10,11,72
10,12,53
10,15,150
11,12,94
11,15,152
12,13,155
12,14,138
12,15,100
13,14,114
14,15,133
14,16,210
14,17,284
14,19,128
15,20,383
15,16,164
16,19,219
16,18,266
16,17,196
17,18,161
18,19,86

